CustomerID,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,AvgQuantityPerTransaction,MaxQuantity,PreferredDayOfWeek,PreferredHour,WeekendPurchaseRatio,UniqueProducts,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,TotalTransactions,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,FavoriteSeason,PreferredTimeOfDay,Region,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Country,Churn,HasNegativeMonetary,RegYear,RegMonth,RegDay,RegWeekday,IP_IsPrivate,IP_FirstOctet,IP_Class
16029,76,50992.61,186.1044160583941,933.7723490590412,-8142.75,117.32846715328468,2400,1,11,0.0,46,0.6052631578947368,1,32,0,0.1167883211678832,274,,2.0,3.0,Inconnu,VIP,Automne,Matin,UK,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom,0,0,2010,9,28,1,0,43,A
16250,2,389.44,16.226666666666667,4.731409999113387,5.04,8.666666666666666,24,2,9,0.0,22,11.0,1,0,0,0.0,24,,-1.0,3.0,Inconnu,Medium,Hiver,Matin,UK,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,1,0,2010,11,25,3,0,62,A
12431,18,6416.389999999999,26.73495833333333,50.20159874263217,-38.16,11.95,336,3,14,0.125,163,9.055555555555555,2,4,1,0.0166666666666666,240,70.0,2.0,1.0,65+,VIP,Automne,Après-midi,Océanie,Semaine,Moyen,Explorateur,F,Active,Australia,0,0,2010,9,12,6,0,116,A
17511,46,88125.38,81.90091078066915,87.97828932242282,-179.0,58.561338289962826,600,2,11,0.0,467,10.152173913043478,1,113,0,0.1050185873605948,1076,53.0,4.0,2.0,45-54,VIP,Hiver,Matin,UK,Inconnu,Grand,Explorateur,F,Active,United Kingdom,0,0,2010,9,19,6,0,181,B
17548,3,-141.48,-8.32235294117647,21.79515184892381,-41.400000000000006,-7.764705882352941,24,2,10,0.0,12,4.0,1,12,0,0.7058823529411765,17,,2.0,4.0,Inconnu,Low,Hiver,Matin,UK,Inconnu,Petit,Modéré,F,Active,United Kingdom,1,1,2010,7,28,2,0,52,A
13705,3,711.86,25.423571428571428,29.77312934874216,7.800000000000001,12.964285714285714,32,0,9,0.0,25,8.333333333333334,1,0,0,0.0,28,41.0,1.0,5.0,35-44,High,Hiver,Matin,UK,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,0,2010,10,24,6,0,3,A
13747,1,79.6,79.6,0.0,79.6,8.0,8,2,10,0.0,1,1.0,1,0,0,0.0,1,,2.0,-1.0,Inconnu,Low,Hiver,Matin,UK,Inconnu,Moyen,Spécialisé,Unknown,Active,United Kingdom,1,0,2010,6,12,5,0,4,A
13408,81,27487.41,54.86508982035928,50.54074055098437,-110.43,32.17365269461078,192,2,12,0.1816367265469061,236,2.9135802469135803,1,23,0,0.0459081836327345,501,,2.0,5.0,Inconnu,VIP,Hiver,Midi,UK,Semaine,Grand,Explorateur,Unknown,Active,United Kingdom,0,0,2010,12,22,2,0,74,A
13767,52,16945.71,42.47045112781954,55.98517467790531,-63.75,18.19047619047619,288,0,14,0.0927318295739348,55,1.0576923076923077,1,31,0,0.0776942355889724,399,70.0,2.0,4.0,65+,VIP,Hiver,Après-midi,UK,Semaine,Grand,Explorateur,F,Active,United Kingdom,0,0,2010,2,6,5,0,4,A
17924,13,2894.33,76.16657894736842,82.68118539129574,-13.95,30.026315789473685,120,0,10,0.0,27,2.076923076923077,1,7,0,0.1842105263157894,38,19.0,2.0,1.0,18-24,VIP,Automne,Matin,UK,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom,0,0,2010,1,1,4,0,228,Other
13448,10,3465.6700000000005,17.415427135678396,13.9076639976737,-29.75,8.231155778894472,48,1,12,0.0,137,13.7,1,4,0,0.0201005025125628,199,,3.0,1.0,Inconnu,VIP,Automne,Midi,UK,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,0,2010,10,5,1,0,17,A
15862,4,832.88,5.665850340136054,6.137081078919305,0.42,3.979591836734694,108,3,11,0.0,142,35.5,1,0,0,0.0,147,61.0,1.0,1.0,55-64,High,Hiver,Matin,UK,Inconnu,Petit,Explorateur,F,Suspended,United Kingdom,0,0,2010,9,16,3,1,244,Other
15513,22,14520.080000000002,46.24229299363058,49.33480116740088,-152.64,17.659235668789808,160,3,12,0.1687898089171974,183,8.318181818181818,1,6,0,0.019108280254777,314,47.0,3.0,5.0,45-54,VIP,Printemps,Midi,UK,Semaine,Grand,Explorateur,Unknown,Active,United Kingdom,0,0,2010,7,24,5,0,8,A
12791,1,192.6,96.3,114.97556262093264,15.0,48.5,96,2,11,0.0,2,2.0,1,0,0,0.0,2,55.0,3.0,2.0,55-64,Medium,Hiver,Matin,Europe continentale,Inconnu,Grand,Spécialisé,F,Suspended,Netherlands,1,0,2010,10,18,0,0,228,Other
16218,8,3054.87,33.943,28.548470411021825,-13.16,23.07777777777778,100,2,11,0.0666666666666666,56,7.0,1,6,0,0.0666666666666666,90,,3.0,3.0,Inconnu,VIP,Hiver,Matin,UK,Semaine,Grand,Explorateur,Unknown,Active,United Kingdom,0,0,2010,12,7,1,0,202,C
14045,4,1659.75,276.625,93.4774397916417,132.0,89.16666666666667,147,3,8,0.0,4,1.0,1,0,0,0.0,6,77.0,2.0,5.0,65+,High,Hiver,Matin,UK,Inconnu,Grand,Spécialisé,Unknown,Suspended,United Kingdom,1,0,2010,1,17,6,0,140,B
14307,6,2995.72,16.642888888888887,7.1135332104509565,5.04,11.433333333333334,96,2,9,0.0,150,25.0,1,0,0,0.0,180,38.0,3.0,4.0,35-44,VIP,Hiver,Matin,UK,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,0,2010,11,15,0,0,171,B
17908,1,243.28,4.194482758620689,3.4974608194957733,0.42,2.9827586206896552,28,2,11,0.0,51,51.0,1,0,0,0.0,58,50.0,2.0,1.0,45-54,Medium,Hiver,Matin,UK,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,1,0,2010,10,9,5,0,86,A
17920,17,4204.1,6.040373563218392,8.370918354927017,0.12,3.614942528735632,288,4,14,0.2183908045977011,407,23.94117647058824,1,0,0,0.0,696,,3.0,3.0,Inconnu,VIP,Hiver,Après-midi,UK,Semaine,Petit,Explorateur,M,Active,United Kingdom,0,0,2010,11,22,0,0,72,A
12838,2,683.13,5.55390243902439,5.618184123261079,0.42,2.9186991869918697,12,6,12,0.5203252032520326,115,57.5,1,0,0,0.0,123,75.0,999.0,1.0,65+,High,Automne,Midi,UK,Weekend,Petit,Explorateur,F,Active,United Kingdom,0,0,2010,10,21,3,0,122,A
13255,3,390.66,27.90428571428572,23.04183209672413,-8.850000000000001,12.428571428571429,72,2,13,0.0,13,4.333333333333333,1,1,0,0.0714285714285714,14,39.0,1.0,1.0,35-44,Medium,Automne,Midi,UK,Inconnu,Moyen,Modéré,F,Active,United Kingdom,0,0,2010,9,17,4,0,71,A
16583,1,233.45,16.675,1.976472187432018,14.85,7.928571428571429,12,2,12,0.0,14,14.0,1,0,0,0.0,14,78.0,2.0,1.0,65+,Medium,Hiver,Midi,UK,Inconnu,Moyen,Modéré,F,Active,United Kingdom,1,0,2010,6,1,1,0,117,A
18085,2,689.9499999999999,23.791379310344823,17.99679569180063,7.800000000000001,9.137931034482758,16,3,15,0.0,25,12.5,1,0,0,0.0,29,61.0,2.0,2.0,55-64,High,Hiver,Après-midi,UK,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,1,0,2010,3,6,5,0,211,C
13758,7,3190.55,27.26965811965812,22.17251330891097,0.42,15.760683760683762,288,6,15,0.4786324786324786,104,14.857142857142858,1,0,0,0.0,117,,3.0,3.0,Inconnu,VIP,Printemps,Après-midi,UK,Semaine,Grand,Explorateur,F,Active,United Kingdom,0,0,2010,8,24,1,0,182,B
13694,60,62653.1,107.09931623931624,105.17001276900676,-420.0,105.64615384615384,1600,3,12,0.0119658119658119,369,6.15,1,17,0,0.029059829059829,585,,3.0,5.0,Inconnu,VIP,Été,Midi,UK,Semaine,Grand,Explorateur,Unknown,Active,United Kingdom,0,0,2010,8,10,1,0,108,A
15983,4,1475.02,13.053274336283186,15.413203838782298,0.84,7.893805309734513,48,3,12,0.0,82,20.5,1,0,0,0.0,113,44.0,3.0,-1.0,35-44,High,Hiver,Midi,UK,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,0,2010,1,22,4,0,160,B
14849,28,7904.280000000001,20.16397959183673,14.508505979568442,-10.2,14.428571428571429,144,3,11,0.0,159,5.678571428571429,1,4,0,0.010204081632653,392,76.0,2.0,4.0,65+,VIP,Été,Matin,UK,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,0,2010,8,3,1,0,105,A
17968,1,277.35,3.2629411764705885,2.852236308720635,0.29,1.8823529411764703,8,2,12,0.0,74,74.0,1,0,0,0.0,85,80.0,1.0,0.0,65+,Medium,Hiver,Midi,UK,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,1,0,2010,10,31,6,0,226,Other
16210,18,21086.300000000003,171.43333333333337,452.75777216069145,6.72,61.45528455284553,960,2,12,0.0,74,4.111111111111111,1,0,0,0.0,123,,2.0,5.0,Inconnu,VIP,Hiver,Midi,UK,Inconnu,Grand,Explorateur,M,Active,United Kingdom,0,0,2010,12,15,2,0,89,A
17897,4,541.1,4.705217391304348,8.761843448168955,-25.5,1.9391304347826088,12,0,11,0.0,100,25.0,1,1,0,0.008695652173913,115,45.0,2.0,3.0,45-54,High,Hiver,Matin,UK,Inconnu,Petit,Explorateur,M,Active,United Kingdom,1,0,2010,9,11,5,0,126,A
17377,21,3925.92,9.369737470167063,16.0671952539341,-175.0,4.952267303102626,36,0,10,0.1408114558472553,191,9.095238095238097,1,1,0,0.0023866348448687,419,77.0,3.0,-1.0,65+,VIP,Automne,Matin,UK,Semaine,Petit,Explorateur,F,Active,United Kingdom,0,0,2010,11,22,0,1,241,Other
16552,2,379.73,22.33705882352941,18.437844154315428,10.2,12.882352941176473,48,0,10,0.0,17,8.5,1,0,0,0.0,17,33.0,1.0,2.0,25-34,Medium,Printemps,Matin,UK,Inconnu,Moyen,Modéré,M,Active,United Kingdom,1,0,2010,8,31,1,0,48,A
17181,2,239.92,10.431304347826083,21.67213739183182,1.25,10.478260869565217,144,3,14,0.0,23,11.5,1,0,0,0.0,23,32.0,2.0,3.0,25-34,Medium,Automne,Après-midi,UK,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,0,2010,8,18,2,0,223,C
17951,4,990.8400000000004,47.18285714285715,50.33315379974289,-17.700000000000003,29.047619047619047,96,0,12,0.0,18,4.5,1,1,0,0.0476190476190476,21,,1.0,4.0,Inconnu,High,Automne,Midi,UK,Inconnu,Grand,Modéré,Unknown,Active,United Kingdom,0,0,2010,11,4,3,0,189,B
14729,1,313.49000000000007,4.415352112676057,3.77889206400346,0.65,2.7746478873239435,16,2,12,0.0,69,69.0,1,0,0,0.0,71,79.0,3.0,3.0,65+,Medium,Hiver,Midi,UK,Inconnu,Petit,Explorateur,F,Active,United Kingdom,1,0,2010,3,19,4,0,237,Other
12748,224,29072.1,6.262839293408013,38.3936798721033,-1829.84,5.2154243860405,576,2,11,0.1544592847910383,1769,7.897321428571429,1,46,1,0.0099095217578629,4642,,1.0,3.0,Inconnu,VIP,Automne,Matin,UK,Semaine,Moyen,Explorateur,F,Active,United Kingdom,0,0,2010,7,17,5,0,135,B
15012,2,423.04,3.305,2.477535923446622,0.39,1.8046875,12,0,12,0.0,110,55.0,1,0,0,0.0,128,79.0,1.0,3.0,65+,Medium,Automne,Midi,UK,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,0,0,2010,8,27,4,0,227,Other
12868,6,1607.0600000000002,15.0192523364486,5.904255373135322,3.12,8.672897196261681,24,2,15,0.0,72,12.0,1,0,0,0.0,107,,6.0,0.0,Inconnu,High,Hiver,Après-midi,UK,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,1,0,2010,10,17,6,0,76,A
17572,4,226.75,18.89583333333333,3.697939127119155,13.05,7.916666666666667,18,2,12,0.0,7,1.75,1,0,0,0.0,12,61.0,2.0,1.0,55-64,Medium,Printemps,Midi,UK,Inconnu,Moyen,Modéré,Unknown,Pending,United Kingdom,0,0,2010,9,9,3,0,163,B
14078,6,1049.37,16.144153846153845,32.05769383530982,0.83,4.769230769230769,25,2,12,0.0,46,7.666666666666667,1,0,0,0.0,65,72.0,1.0,2.0,65+,High,Été,Midi,UK,Inconnu,Petit,Explorateur,M,Active,United Kingdom,1,0,2010,12,3,4,0,193,C
14001,4,2030.33,50.75825,53.16003761683278,-12.75,23.975,100,1,9,0.0,35,8.75,1,1,0,0.025,40,69.0,2.0,3.0,65+,VIP,Printemps,Matin,UK,Inconnu,Grand,Explorateur,F,Active,United Kingdom,0,0,2010,11,27,5,0,42,A
12662,12,3817.08,16.45293103448276,7.674131620825337,-17.4,8.793103448275861,60,1,13,0.1336206896551724,129,10.75,1,2,0,0.0086206896551724,232,,2.0,3.0,Inconnu,VIP,Été,Midi,Europe continentale,Semaine,Moyen,Explorateur,Unknown,Active,Germany,0,0,2010,6,21,0,0,48,A
15525,4,811.02,4.5056666666666665,4.749451259100343,-8.95,2.3,24,2,14,0.0,133,33.25,1,2,0,0.0111111111111111,180,,0.0,5.0,Inconnu,High,Hiver,Après-midi,UK,Inconnu,Petit,Explorateur,F,Active,United Kingdom,0,0,2010,5,15,5,0,192,C
14237,1,161.00000000000003,17.888888888888893,6.67845312262586,10.2,4.222222222222222,12,2,13,0.0,9,9.0,1,0,0,0.0,9,54.0,3.0,2.0,45-54,Medium,Hiver,Midi,UK,Inconnu,Petit,Modéré,Unknown,Active,United Kingdom,1,0,2010,7,23,4,0,113,A
17905,4,800.24,23.536470588235293,42.11564107940673,1.25,11.970588235294118,125,2,13,0.0,33,8.25,1,0,0,0.0,34,68.0,2.0,2.0,65+,High,Hiver,Midi,UK,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,0,2010,4,29,3,0,121,A
15485,3,2575.0,29.94186046511628,30.769113371600728,1.25,15.186046511627907,80,2,14,0.0,59,19.666666666666668,1,0,0,0.0,86,,4.0,4.0,Inconnu,VIP,Automne,Après-midi,UK,Inconnu,Grand,Explorateur,M,Active,United Kingdom,0,0,2010,12,12,6,0,147,B
12433,7,13375.87,31.847309523809525,27.0369316523465,2.88,26.35952380952381,240,2,13,0.0,219,31.285714285714285,1,0,0,0.0,420,38.0,3.0,2.0,35-44,VIP,Hiver,Midi,Europe du Nord,Inconnu,Grand,Explorateur,F,Active,Norway,0,0,2010,7,20,1,0,210,C
16955,5,493.67,18.98730769230769,13.03412031790172,-25.0,9.461538461538462,48,2,10,0.0,18,3.6,1,1,0,0.0384615384615384,26,26.0,3.0,2.0,25-34,Medium,Été,Matin,UK,Inconnu,Moyen,Modéré,F,Closed,United Kingdom,1,0,2010,9,25,5,0,40,A
15350,1,115.65,23.130000000000003,4.628660713424566,14.85,10.2,12,2,13,0.0,5,5.0,1,0,0,0.0,5,,1.0,3.0,Inconnu,Medium,Hiver,Midi,UK,Inconnu,Moyen,Modéré,Unknown,Pending,United Kingdom,1,0,2010,10,6,2,0,179,B
15605,5,1198.23,17.88402985074627,5.997743024924862,10.08,6.582089552238806,24,4,13,0.1641791044776119,61,12.2,1,0,0,0.0,67,35.0,1.0,1.0,35-44,High,Printemps,Midi,UK,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,0,2010,7,13,1,0,124,A
18144,12,2888.7500000000005,67.18023255813955,69.31763942647582,7.5,31.232558139534884,160,1,13,0.0,27,2.25,1,0,0,0.0,43,21.0,5.0,0.0,18-24,VIP,Printemps,Midi,UK,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom,0,0,2010,4,22,3,0,109,A
15922,2,363.6000000000001,30.300000000000008,19.81780650186732,-5.9,11.333333333333334,36,2,13,0.0,11,5.5,1,1,0,0.0833333333333333,12,42.0,1.0,5.0,35-44,Medium,Hiver,Midi,UK,Inconnu,Moyen,Modéré,Unknown,Suspended,United Kingdom,1,0,2010,10,26,1,0,112,A
14594,2,379.8299999999999,7.166603773584904,4.222276520203575,0.85,3.490566037735849,12,2,13,0.0,48,24.0,1,0,0,0.0,53,,1.0,0.0,Inconnu,Medium,Hiver,Midi,UK,Inconnu,Petit,Explorateur,M,Active,United Kingdom,0,0,2010,9,17,4,0,94,A
15165,1,487.75,18.064814814814813,4.12512971392357,10.5,5.925925925925926,18,2,14,0.0,27,27.0,1,0,0,0.0,27,,3.0,1.0,Inconnu,Medium,Hiver,Après-midi,UK,Inconnu,Moyen,Explorateur,F,Pending,United Kingdom,1,0,2010,9,3,4,0,212,C
14911,248,132572.62,22.45851600880908,56.724447630901416,-1687.17,13.074707775707267,640,3,14,0.0701338302558021,1794,7.233870967741935,1,226,2,0.0382856174826359,5903,67.0,2.0,0.0,65+,VIP,Automne,Après-midi,Autre,Semaine,Moyen,Explorateur,Unknown,Active,EIRE,0,0,2010,4,18,6,0,218,C
16456,5,2158.3700000000003,19.44477477477478,22.178149805888875,0.19,10.342342342342342,50,6,11,0.5405405405405406,80,16.0,1,0,0,0.0,111,75.0,6.0,4.0,65+,VIP,Hiver,Matin,UK,Weekend,Moyen,Explorateur,Unknown,Active,United Kingdom,1,0,2010,8,31,1,0,24,A
17841,169,40340.78,5.053335838657146,9.97603541966394,-39.95,2.864211449329826,288,2,12,0.1440561192534135,1331,7.875739644970414,1,136,0,0.0170362019290993,7983,,1.0,5.0,Inconnu,VIP,Automne,Midi,UK,Semaine,Petit,Explorateur,F,Active,United Kingdom,0,0,2010,11,16,1,0,73,A
12472,13,6229.48,15.932173913043478,17.09982888294754,-25.5,10.281329923273658,48,2,14,0.289002557544757,226,17.384615384615383,1,52,0,0.1329923273657289,391,43.0,4.0,5.0,35-44,VIP,Hiver,Après-midi,Europe continentale,Semaine,Moyen,Explorateur,F,Active,Germany,0,0,2010,11,3,2,0,106,A
17346,16,2611.58,5.192007952286282,6.33036259479739,-29.85,3.2584493041749503,36,3,12,0.1630218687872763,299,18.6875,1,3,0,0.0059642147117296,503,70.0,1.0,5.0,65+,VIP,Automne,Midi,UK,Semaine,Petit,Explorateur,F,Active,United Kingdom,0,0,2010,11,14,6,1,255,Other
17643,1,101.55,12.69375,2.691579130229264,10.2,8.875,24,2,14,0.0,8,8.0,1,0,0,0.0,8,19.0,2.0,3.0,18-24,Medium,Hiver,Après-midi,UK,Inconnu,Moyen,Modéré,Unknown,Active,United Kingdom,1,0,2010,12,27,0,0,56,A
17873,6,1764.3600000000004,38.35565217391305,34.974554347231354,-50.400000000000006,21.717391304347824,48,2,14,0.0,24,4.0,1,2,0,0.0434782608695652,46,,1.0,1.0,Inconnu,High,Printemps,Après-midi,UK,Inconnu,Grand,Explorateur,M,Active,United Kingdom,0,0,2010,11,30,1,0,134,B
13093,13,7741.47,45.53805882352941,49.04616622788497,-19.8,23.194117647058825,108,3,15,0.0,99,7.615384615384615,1,11,0,0.0647058823529411,170,,4.0,1.0,Inconnu,VIP,Hiver,Après-midi,UK,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom,1,0,2010,8,21,5,0,24,A
12921,50,16389.74,22.118407557354928,16.654215419661274,-20.8,12.758434547908232,96,2,13,0.0553306342780027,233,4.66,1,21,0,0.0283400809716599,741,64.0,0.0,2.0,55-64,VIP,Automne,Midi,UK,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,0,2010,11,27,5,1,252,Other
13468,41,5656.75,18.48611111111111,13.850907820424943,-19.9,8.434640522875817,64,3,10,0.0620915032679738,184,4.487804878048781,1,4,0,0.0130718954248366,306,77.0,1.0,1.0,65+,VIP,Hiver,Matin,UK,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,0,2010,11,19,4,0,36,A
17760,2,287.59000000000003,11.5036,9.749326421177344,2.25,9.56,72,4,10,0.0,25,12.5,1,0,0,0.0,25,24.0,2.0,4.0,18-24,Medium,Automne,Matin,UK,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,0,2010,7,9,4,0,191,B
16928,19,2781.5,13.05868544600939,14.25893189652838,-29.9,9.830985915492958,60,1,13,0.0751173708920187,72,3.789473684210526,1,4,0,0.0187793427230046,213,61.0,0.0,5.0,55-64,VIP,Été,Midi,UK,Semaine,Moyen,Explorateur,F,Active,United Kingdom,0,0,2009,12,31,3,0,158,B
16048,3,243.69000000000003,27.07666666666667,23.92909108177743,-12.75,15.88888888888889,24,2,15,0.0,9,3.0,1,1,0,0.1111111111111111,9,,1.0,3.0,Inconnu,Medium,Hiver,Après-midi,UK,Inconnu,Grand,Modéré,F,Pending,United Kingdom,0,0,2010,10,5,1,0,239,Other
16274,1,357.94999999999993,5.342537313432834,5.06367256328172,0.85,2.313432835820896,12,2,15,0.0,64,64.0,1,0,0,0.0,67,,0.0,5.0,Inconnu,Medium,Hiver,Après-midi,UK,Inconnu,Petit,Explorateur,F,Active,United Kingdom,1,0,2010,8,18,2,1,246,Other
14496,2,538.8100000000001,28.35842105263158,30.674277726379927,9.95,8.368421052631579,36,1,9,0.0,16,8.0,1,0,0,0.0,19,64.0,2.0,5.0,55-64,High,Hiver,Matin,UK,Inconnu,Moyen,Modéré,F,Active,United Kingdom,1,0,2010,9,17,4,0,189,B
14696,9,2070.9700000000003,15.5712030075188,8.063297791169678,-5.95,12.225563909774436,48,0,13,0.1203007518796992,117,13.0,1,3,0,0.0225563909774436,133,52.0,2.0,4.0,45-54,VIP,Hiver,Midi,UK,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,0,2010,9,12,6,0,27,A
16539,4,1388.81,30.86244444444444,22.47097250348825,9.9,10.6,24,2,15,0.0,36,9.0,1,0,0,0.0,45,31.0,3.0,5.0,25-34,High,Hiver,Après-midi,UK,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,0,2010,2,6,5,0,232,Other
17025,3,357.77,39.75222222222222,28.00574127646766,10.4,26.11111111111111,72,2,15,0.0,8,2.6666666666666665,1,0,0,0.0,9,,2.0,5.0,Inconnu,Medium,Hiver,Après-midi,UK,Inconnu,Grand,Modéré,Unknown,Active,United Kingdom,0,0,2010,12,20,0,0,80,A
13777,41,25748.35,117.57237442922376,185.71522702617065,-46.5,58.465753424657535,504,3,10,0.0228310502283105,40,0.975609756097561,1,22,0,0.1004566210045662,219,53.0,0.0,4.0,45-54,VIP,Hiver,Matin,UK,Semaine,Grand,Explorateur,F,Active,United Kingdom,0,0,2009,12,25,4,1,245,Other
17690,16,4748.45,18.40484496124031,20.305655481377563,-8.25,6.848837209302325,50,2,12,0.2441860465116279,186,11.625,1,2,0,0.0077519379844961,258,67.0,1.0,4.0,65+,VIP,Été,Midi,UK,Semaine,Moyen,Explorateur,F,Active,United Kingdom,0,0,2010,12,14,1,0,102,A
